"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","11 Mar 2020 14:03:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
11-03 14:21:56,32.653,4.082,59.694,3.061,0.510,2886717440,209276928,180584448,887250944,6068,4199,0,454656,0,7,1267,1985,1.470,1.920,1.640,2,0,0,0,0,24,176,0,1,0
11-03 14:21:57,22.959,6.122,56.122,14.796,0,2890149888,196620288,180592640,896458752,7556,4264,0,3723264,0,36,1315,2155,1.470,1.920,1.640,2,2,0,0,0,24,176,0,1,0
11-03 14:21:58,20.305,2.030,52.284,24.365,1.015,2887553024,198066176,180609024,897593344,14965,3854,0,5545984,0,35,1230,2071,1.470,1.920,1.640,0,0,0,0,0,24,177,0,1,0
11-03 14:21:59,6.599,2.030,90.863,0,0.508,2887430144,198070272,180609024,897712128,11482,2832,90112,0,7,0,1185,2088,1.470,1.920,1.640,0,0,0,0,0,24,177,0,1,0
11-03 14:22:00,7.653,1.531,87.755,3.061,0,2887475200,197529600,180625408,898191360,73572,3728,0,311296,0,12,1180,2040,1.350,1.890,1.630,1,0,0,0,0,24,177,0,1,0
11-03 14:22:01,23.711,3.093,61.856,11.340,0,2889867264,192307200,180715520,900927488,7738,4897,122880,1576960,10,28,1266,2097,1.350,1.890,1.630,0,1,0,0,0,24,177,0,1,0
11-03 14:22:02,5.102,2.041,4.592,87.755,0.510,2890194944,191852544,180715520,901054464,4966,2010,0,20840448,0,97,1134,1961,1.350,1.890,1.630,0,3,0,0,0,24,177,0,1,0
11-03 14:22:03,43.147,4.061,2.030,50.761,0,2893090816,180191232,180768768,909766656,5458,2686,0,24416256,0,172,1370,2092,1.350,1.890,1.630,2,3,0,0,0,24,177,0,1,0
11-03 14:22:04,8.122,3.553,7.614,80.203,0.508,2892214272,180387840,180789248,910426112,5651,2923,0,13320192,0,155,1309,2049,1.350,1.890,1.630,1,2,0,0,0,24,177,0,1,0
11-03 14:22:05,5.155,2.062,7.216,85.052,0.515,2892423168,180166656,180797440,910430208,5590,1944,0,3796992,0,161,1298,2262,1.640,1.940,1.650,1,2,2,0,0,24,177,0,1,0
11-03 14:22:06,17.172,4.040,7.071,71.717,0,2893709312,178655232,180805632,910643200,6490,2748,0,14622720,0,210,1166,1960,1.640,1.940,1.650,0,2,0,0,0,24,177,0,1,0
11-03 14:22:07,14.500,3.500,18,63.500,0.500,2893094912,178794496,180817920,911106048,8013,2901,0,12976128,0,204,1339,2095,1.640,1.940,1.650,0,2,0,0,0,24,177,0,1,0
11-03 14:22:08,26.020,3.061,55.102,15.816,0,2893090816,177758208,180834304,912130048,7761,3728,4096,9424896,1,44,1341,2219,1.640,1.940,1.650,0,0,0,0,0,24,177,0,1,0
11-03 14:22:09,16.751,2.538,75.635,4.569,0.508,2893574144,175915008,180854784,913469440,20632,5051,4096,503808,1,12,1249,1980,1.640,1.940,1.650,3,0,0,0,0,24,177,0,1,0
11-03 14:22:10,31.313,3.030,58.586,6.061,1.010,2897174528,167571456,180875264,918192128,36816,4414,102400,548864,7,21,1321,2125,1.670,1.940,1.650,0,0,0,0,0,24,177,0,1,0
11-03 14:22:11,8.763,2.062,87.113,2.062,0,2897350656,166961152,180875264,918626304,461599,8758,0,98304,0,6,1450,2239,1.670,1.940,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:12,22.280,5.181,61.140,11.399,0,2897223680,155115520,180875264,930598912,2377443,16218,0,3342336,0,14,2197,2467,1.670,1.940,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:13,26.531,3.571,63.265,6.122,0.510,2897776640,149024768,180891648,936083456,18662,4476,0,876544,0,13,1322,2202,1.670,1.940,1.650,2,0,0,0,0,24,177,0,1,0
11-03 14:22:14,23.711,3.608,61.340,10.825,0.515,2896420864,145190912,180989952,941150208,1098220,6224,81920,1908736,4,27,1727,2169,1.670,1.940,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:15,22.680,2.577,70.619,4.124,0,2896793600,144101376,181067776,941772800,15372,5149,0,507904,0,15,1278,2133,1.620,1.920,1.650,1,0,2,0,0,24,177,0,1,0
11-03 14:22:16,23.232,4.545,68.182,3.535,0.505,2896900096,138260480,181600256,946900992,435933,5451,0,1368064,0,13,1313,1957,1.620,1.920,1.650,4,0,0,0,0,24,177,0,1,0
11-03 14:22:17,22.051,2.051,72.308,3.590,0,2896879616,136286208,182099968,947986432,101113,5749,0,1175552,0,10,1204,1970,1.620,1.920,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:18,29.082,3.061,64.796,2.551,0.510,2897379328,133599232,182169600,950005760,8735,4155,0,368640,0,9,1284,2092,1.620,1.920,1.650,0,0,0,0,0,24,177,0,1,0
11-03 14:22:19,35.204,7.143,55.102,2.551,0,2897764352,143974400,182734848,938237952,94466,4362,0,802816,0,7,1347,2089,1.620,1.920,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:20,31.633,5.102,58.163,5.102,0,2897432576,129822720,182927360,952049664,6610,3507,0,716800,0,17,1281,2108,1.650,1.930,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:21,38.462,4.103,53.333,3.590,0.513,2899419136,122798080,183230464,956071936,8369,3615,0,614400,0,12,1357,2130,1.650,1.930,1.650,5,0,0,0,0,24,177,0,1,0
11-03 14:22:22,12.755,2.551,74.490,10.204,0,2899238912,121122816,183787520,956911616,132454,5898,0,1101824,0,10,1220,2084,1.650,1.930,1.650,2,0,0,0,0,24,177,0,1,0
11-03 14:22:23,16.495,2.577,67.526,12.887,0.515,2899636224,120082432,183869440,957407232,6812,4965,0,1474560,0,46,1282,2164,1.650,1.930,1.650,0,1,0,0,0,24,177,0,1,0
11-03 14:22:24,16.751,2.030,73.096,8.122,0,2898755584,120328192,183975936,957841408,10640,5185,81920,1425408,10,27,1269,2194,1.650,1.930,1.650,3,0,0,0,0,24,177,0,1,0
11-03 14:22:25,17.677,2.525,76.263,3.030,0.505,2898722816,118824960,184053760,959209472,108323,4527,0,499712,0,9,1180,2165,1.520,1.890,1.640,2,0,0,0,0,24,177,0,1,0
11-03 14:22:26,21.429,3.571,48.980,25,1.020,2899337216,112504832,184659968,963895296,1055454,6622,86016,7151616,2,83,1514,2147,1.520,1.890,1.640,1,0,2,0,0,24,177,0,1,0
11-03 14:22:27,14.286,3.571,55.612,26.531,0,2899525632,109953024,184745984,965922816,141313,3767,0,7323648,0,46,1369,2273,1.520,1.890,1.640,3,0,0,0,0,24,177,0,1,0
11-03 14:22:28,10.769,1.026,79.487,8.205,0.513,2899361792,109350912,184811520,966541312,15438,5112,0,344064,0,9,1109,2007,1.520,1.890,1.640,2,0,0,0,0,24,177,0,1,0
11-03 14:22:29,15.347,2.970,73.762,7.921,0,2899087360,107843584,185380864,967409664,109001,4459,0,1081344,0,16,1203,2174,1.520,1.890,1.640,1,0,0,0,0,24,177,0,1,0
11-03 14:22:30,14.136,1.571,78.534,5.236,0.524,2899595264,123342848,185548800,951087104,585736,5759,0,1167360,0,24,1290,2215,1.400,1.860,1.630,1,0,0,0,0,24,177,0,1,0
11-03 14:22:31,18.462,2.564,58.974,20,0,2899271680,121679872,185716736,952774656,11947,4956,0,1347584,0,69,1360,2128,1.400,1.860,1.630,0,3,0,0,0,24,177,0,1,0
11-03 14:22:32,8.205,1.538,0,89.744,0.513,2898989056,121200640,185741312,953511936,4664,2256,0,684032,0,102,1261,1980,1.400,1.860,1.630,1,2,0,0,0,24,177,0,1,0
11-03 14:22:33,7.254,0.518,6.736,85.492,0,2899238912,120897536,185741312,953524224,6348,2931,0,2211840,0,145,1404,2002,1.400,1.860,1.630,2,2,0,0,0,24,177,0,1,0
11-03 14:22:34,9.645,4.569,7.107,78.680,0,2904588288,115142656,185761792,953872384,4477,2707,0,30081024,0,148,1271,2008,1.400,1.860,1.630,0,2,0,0,0,24,177,0,1,0
11-03 14:22:35,12.245,3.061,1.020,83.163,0.510,2899591168,119902208,185798656,954032128,21368,2910,0,30007296,0,98,1330,2017,1.600,1.900,1.650,0,4,2,0,0,24,177,0,1,0
11-03 14:22:36,17.259,3.553,22.335,56.853,0,2899378176,119640064,185839616,954408960,9178,3602,86016,26804224,2,150,1438,2269,1.600,1.900,1.650,0,0,2,0,0,24,177,0,1,0
11-03 14:22:37,19.487,3.590,68.718,8.205,0,2899374080,118910976,185925632,954998784,6754,5168,0,741376,0,16,1249,2277,1.600,1.900,1.650,0,0,0,0,0,24,177,0,1,0
11-03 14:22:38,17.436,4.615,71.795,5.641,0.513,2899415040,117747712,186056704,955871232,47234,4751,0,700416,0,21,1245,2153,1.600,1.900,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:39,52.261,5.025,42.714,0,0,2899046400,116359168,186167296,957267968,10078,1944,0,147456,0,5,1381,2216,1.600,1.900,1.650,3,0,0,0,0,24,177,0,1,0
11-03 14:22:40,41.026,13.333,40.513,5.128,0,2898399232,108904448,186871808,963457024,8322,2160,0,917504,0,22,1436,2232,1.640,1.900,1.650,3,0,0,0,0,24,177,0,1,0
11-03 14:22:41,44.670,13.198,38.071,3.553,0.508,2899156992,119398400,187056128,951074816,4877,1944,0,606208,0,7,1408,2150,1.640,1.900,1.650,2,0,3,0,0,24,177,0,1,0
11-03 14:22:42,43.434,15.152,34.343,7.071,0,2899701760,206049280,187682816,863633408,8896,2160,0,1589248,0,20,1488,2296,1.640,1.900,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:43,44.670,10.660,43.147,1.015,0.508,2899456000,200212480,187703296,869261312,3635,2038,0,475136,0,13,1439,2269,1.640,1.900,1.650,1,0,0,0,0,24,177,0,1,0
11-03 14:22:44,46.231,10.553,37.688,5.025,0.503,2899738624,193314816,188583936,874270720,5118,2160,0,1130496,0,30,1406,2296,1.640,1.900,1.650,5,0,0,0,0,24,177,0,1,0
11-03 14:22:45,44.444,9.091,40.404,5.556,0.505,2902777856,176242688,189325312,887115776,6602,1944,0,1056768,0,15,1433,2264,1.590,1.880,1.640,5,0,0,0,0,24,177,0,2,0
11-03 14:22:46,48.731,10.152,40.609,0,0.508,2901110784,170336256,189599744,893673472,4274,1944,86016,32768,2,5,1397,2084,1.590,1.880,1.640,2,0,2,0,0,24,177,0,2,0
11-03 14:22:47,44.221,10.553,44.724,0,0.503,2901876736,163889152,191188992,897212416,5667,2160,0,172032,0,22,1485,2273,1.590,1.880,1.640,1,0,0,0,0,24,177,0,1,0
11-03 14:22:48,31.959,10.309,28.351,28.866,0.515,2901803008,158732288,191832064,901251072,5601,1728,0,7303168,0,61,1458,2290,1.590,1.880,1.640,4,0,0,0,0,24,177,0,1,0
11-03 14:22:49,35.500,6.500,19,39,0,2902016000,149319680,192364544,908939264,4497,2160,0,7319552,0,150,1518,2236,1.590,1.880,1.640,0,2,0,0,0,24,177,0,1,0
11-03 14:22:50,5.102,1.531,0,93.367,0,2902253568,149065728,192364544,908955648,4144,1944,0,4661248,0,175,1248,2028,1.700,1.900,1.650,3,3,0,0,0,24,177,0,1,0
11-03 14:22:51,36.500,9.500,25.500,28,0.500,2902085632,148078592,192577536,909717504,5258,2160,0,3751936,0,64,1445,2232,1.700,1.900,1.650,3,0,0,0,0,24,177,0,1,0
11-03 14:22:52,42.211,10.553,25.628,21.608,0,2903822336,138735616,193777664,915329024,5071,1944,0,2375680,0,46,1333,2109,1.700,1.900,1.650,3,1,0,0,0,24,177,0,1,0
11-03 14:22:53,38,9,21,31.500,0.500,2905460736,126730240,194015232,924483584,4074,1944,0,24776704,0,104,1314,2154,1.700,1.900,1.650,0,2,0,0,0,24,177,0,1,0
11-03 14:22:54,27.551,13.265,20.918,38.265,0,2907340800,119005184,196341760,927535104,5402,2160,0,31412224,0,168,1363,2124,1.700,1.900,1.650,1,1,0,0,0,24,177,0,1,0
11-03 14:22:55,45.729,10.050,31.156,12.563,0.503,2903900160,108740608,197197824,939196416,12685,1944,4096,24174592,1,177,1500,2143,1.960,1.950,1.670,1,0,0,0,0,24,177,0,1,0
11-03 14:22:56,36.683,21.608,40.704,0.503,0.503,2905268224,170614784,198062080,877326336,6548,1944,86016,94208,2,6,1429,2216,1.960,1.950,1.670,4,0,2,0,0,24,177,0,1,0
11-03 14:22:57,13.198,15.736,57.360,13.706,0,2905292800,224792576,198078464,825102336,9659,4021,28672,5849088,4,13,1286,2214,1.960,1.950,1.670,0,0,0,0,0,24,178,0,1,0
11-03 14:22:58,42.347,6.122,47.959,3.061,0.510,2875138048,278913024,198078464,801177600,6640,2532,8192,135168,1,7,1384,2123,1.960,1.950,1.670,2,0,2,0,0,24,175,0,1,0
11-03 14:22:59,49.239,7.107,43.147,0.508,0,2896871424,256512000,198082560,801837056,4856,2160,0,602112,0,4,1423,2202,1.960,1.950,1.670,1,0,8,0,0,24,175,0,1,0
11-03 14:23:00,52.821,11.795,26.667,7.692,1.026,2915721216,237154304,198086656,802340864,4606,2160,151552,684032,8,15,4925,11524,1.890,1.940,1.670,1,0,5,0,0,24,175,0,1,0
11-03 14:23:01,48.500,10.500,41,0,0,2916069376,236769280,198094848,802394112,8714,2160,24576,159744,1,12,2027,3484,1.890,1.940,1.670,7,0,8,0,0,24,175,0,1,0
11-03 14:23:02,52.020,6.061,41.414,0,0.505,2881769472,271065088,198094848,802398208,7639,1944,0,69632,0,1,1263,1924,1.890,1.940,1.670,1,0,0,0,0,24,175,0,1,0
11-03 14:23:03,53.266,4.523,42.211,0,0,2897059840,255758336,198094848,802414592,4039,2160,0,0,0,0,1374,2042,1.890,1.940,1.670,1,0,1,0,0,24,175,0,1,0
11-03 14:23:04,56.186,10.309,33.505,0,0,2917900288,234909696,198094848,802422784,3770,2160,0,0,0,0,6248,14066,1.890,1.940,1.670,1,0,8,0,0,24,175,0,1,0
11-03 14:23:05,50,7.426,42.079,0,0.495,2919673856,233123840,198094848,802435072,4821,2160,0,24576,0,6,1467,2209,1.810,1.920,1.660,1,0,7,0,0,24,175,0,1,0
11-03 14:23:06,46.500,8.500,41,4,0,2884763648,267927552,198094848,802541568,4590,2160,86016,1896448,2,6,1383,2229,1.810,1.920,1.660,4,0,2,0,0,24,175,0,1,0
11-03 14:23:07,50.515,8.247,39.691,1.546,0,2863521792,289112064,198094848,802607104,4658,1986,4096,143360,1,5,1484,2205,1.810,1.920,1.660,1,0,5,0,0,24,175,0,1,0
11-03 14:23:08,44.724,5.025,40.201,8.040,2.010,2883899392,267173888,198098944,804163584,5519,2160,811008,626688,103,15,1600,2500,1.810,1.920,1.660,3,1,1,0,0,24,175,0,1,0
11-03 14:23:09,42.079,6.436,41.584,8.416,1.485,2890211328,258637824,198098944,806379520,10465,2160,942080,950272,163,6,1890,3131,1.810,1.920,1.660,2,0,0,0,0,24,177,0,5,0
11-03 14:23:10,43.367,3.061,41.327,11.224,1.020,2891059200,257462272,198123520,806682624,5422,1944,233472,364544,13,36,2077,3772,1.830,1.920,1.660,0,1,0,0,0,24,177,0,16,0
11-03 14:23:11,44.330,3.093,37.629,14.433,0.515,2891386880,256954368,198139904,806846464,3854,2106,73728,475136,3,52,2231,3944,1.830,1.920,1.660,4,0,0,0,0,24,179,0,22,0
11-03 14:23:12,41.117,18.274,30.964,8.122,1.523,2843299840,304730112,198152192,807137280,9192,1998,159744,335872,5,30,2228,4493,1.830,1.920,1.660,5,0,196,0,0,24,177,0,25,0
11-03 14:23:13,28.061,29.082,40.816,0.510,1.531,2855346176,292548608,198152192,807280640,11362,2160,4096,36864,1,4,2116,4425,1.830,1.920,1.660,2,0,332,0,0,24,177,0,25,0
11-03 14:23:14,51.269,5.584,23.858,18.782,0.508,2869833728,276996096,198172672,808316928,5185,1944,0,4075520,0,103,1943,3164,1.830,1.920,1.660,2,0,37,0,0,24,177,0,25,0
11-03 14:23:15,56.345,10.660,31.980,0.508,0.508,2864746496,282054656,198172672,808329216,4460,2160,0,4096,0,1,6097,13361,1.760,1.910,1.660,4,1,9,0,0,24,177,0,25,0
11-03 14:23:16,53,7,40,0,0,2880811008,265773056,198176768,808542208,5744,1944,200704,176128,12,6,1441,2349,1.760,1.910,1.660,6,0,6,0,0,24,177,0,25,0
11-03 14:23:17,55.556,4.545,39.394,0,0.505,2884587520,261959680,198176768,808579072,4361,1944,0,0,0,0,1404,2287,1.760,1.910,1.660,5,0,5,0,0,24,177,0,25,0
11-03 14:23:18,45.455,6.061,44.444,3.030,1.010,2885201920,259043328,198176768,810881024,8054,2160,1069056,0,122,0,1583,2673,1.760,1.910,1.660,4,0,0,0,0,24,177,0,25,0
11-03 14:23:19,39.594,9.137,41.624,9.137,0.508,2905518080,236322816,198225920,813211648,8539,1944,1155072,671744,110,5,1954,3066,1.760,1.910,1.660,3,0,15,0,0,24,177,0,25,0
11-03 14:23:20,20.513,3.077,73.333,2.564,0.513,2886688768,255119360,198234112,813244416,10411,3177,8192,319488,2,9,1256,2213,1.620,1.880,1.650,2,0,0,0,0,24,178,0,25,0
11-03 14:23:21,15.578,2.010,55.276,26.633,0.503,2888155136,253624320,198238208,813264896,11096,3785,0,8568832,0,119,1316,1995,1.620,1.880,1.650,3,1,0,0,0,24,179,0,25,0
11-03 14:23:22,20,15.897,6.154,57.949,0,2888196096,253497344,198238208,813350912,25154,3217,57344,1392640,3,178,1518,2243,1.620,1.880,1.650,1,2,0,0,0,24,179,0,25,0
11-03 14:23:23,28.934,26.396,3.553,40.609,0.508,2888925184,252354560,198238208,813764608,432593,8016,0,3424256,0,147,1554,2124,1.620,1.880,1.650,3,2,0,0,0,24,179,0,25,0
11-03 14:23:24,22.222,19.192,4.545,53.535,0.505,2892812288,245997568,198238208,816234496,1041642,9948,0,13836288,0,175,1755,2255,1.620,1.880,1.650,0,2,0,0,0,24,179,0,25,0
11-03 14:23:25,7,2.500,44.500,46,0,2891587584,247214080,198238208,816242688,5937,2202,0,6733824,0,52,1174,2116,1.730,1.900,1.660,0,1,0,0,0,24,179,0,25,0
11-03 14:23:26,44.103,4.615,37.949,12.821,0.513,2890121216,242102272,198246400,822824960,5764,1944,0,737280,0,15,1391,2241,1.730,1.900,1.660,4,0,2,0,0,24,179,0,25,0
11-03 14:23:27,48.744,8.543,41.206,1.005,0.503,2910687232,221515776,198262784,822853632,5078,2052,16384,839680,1,14,1700,2788,1.730,1.900,1.660,2,0,15,0,0,24,179,0,25,0
11-03 14:23:28,44.949,13.131,39.899,2.020,0,2892251136,233041920,198406144,830144512,4947,2052,12288,286720,1,9,1560,3411,1.730,1.900,1.660,1,0,5,0,0,24,179,0,25,0
11-03 14:23:29,48.241,8.543,39.698,3.015,0.503,2895060992,225181696,198742016,834285568,6280,2160,0,1118208,0,5,1463,2238,1.730,1.900,1.660,1,0,0,0,0,24,179,0,25,0
11-03 14:23:30,40.102,17.766,12.690,28.934,0.508,2894753792,210051072,199741440,846569472,5567,2160,0,18833408,0,142,1633,2121,2.150,1.980,1.690,3,0,0,0,0,24,179,0,25,0
11-03 14:23:31,36.224,15.306,36.735,11.224,0.510,2848915456,276434944,199876608,826331136,5399,2508,114688,3371008,5,22,1539,2546,2.150,1.980,1.690,2,0,20,0,0,24,177,0,25,0
11-03 14:23:32,48.756,7.960,42.289,0.995,0,2866868224,258494464,199876608,826318848,4565,2202,0,745472,0,7,1673,2699,2.150,1.980,1.690,3,0,37,0,0,24,177,0,25,0
11-03 14:23:33,56.345,10.152,32.487,0.508,0.508,2863001600,262332416,199876608,826347520,8021,2160,0,73728,0,6,6691,14672,2.150,1.980,1.690,2,0,8,0,0,24,177,0,25,0
11-03 14:23:34,51.531,5.612,42.857,0,0,2872954880,252366848,199876608,826359808,4751,1944,0,4096,0,1,1433,2133,2.150,1.980,1.690,2,0,2,0,0,24,177,0,25,0
11-03 14:23:35,45.178,10.152,40.609,3.553,0.508,2842951680,282161152,199888896,826556416,3922,2106,4096,720896,1,18,1715,2983,2.140,1.980,1.690,4,0,87,0,0,24,177,0,25,0
11-03 14:23:36,25.888,39.086,34.518,0.508,0,2845097984,279941120,199888896,826630144,4821,2214,184320,294912,6,14,2464,5494,2.140,1.980,1.690,3,0,492,0,0,24,177,0,25,0
11-03 14:23:37,43.147,14.721,39.086,2.538,0.508,2861916160,263094272,199892992,826654720,5115,1944,0,569344,0,18,1691,3124,2.140,1.980,1.690,2,0,115,0,0,24,177,0,25,0
11-03 14:23:38,42.500,5,32,20.500,0,2879119360,245755904,199901184,826781696,12019,2160,102400,3768320,2,51,1464,2547,2.140,1.980,1.690,3,0,0,0,0,24,177,0,25,0
11-03 14:23:39,49.746,7.107,40.609,1.523,1.015,2895527936,229056512,199909376,826802176,12932,1944,0,81920,0,9,1547,2402,2.140,1.980,1.690,1,0,0,0,0,24,177,0,27,0
11-03 14:23:40,43.814,13.402,41.753,0,1.031,2854473728,269910016,199909376,826941440,5548,2160,110592,8192,5,2,1791,3464,2.050,1.960,1.690,4,0,152,0,0,24,177,0,36,0
11-03 14:23:41,51.010,6.061,33.838,8.586,0.505,2876108800,248135680,199909376,827080704,7167,1944,0,1794048,0,85,1461,2201,2.050,1.960,1.690,1,0,1,0,0,24,177,0,36,0
11-03 14:23:42,58.081,3.030,37.374,1.010,0.505,2893656064,230580224,199909376,827088896,16070,2160,0,376832,0,15,1553,2533,2.050,1.960,1.690,3,0,0,0,0,24,179,0,37,0
11-03 14:23:43,44.388,15.816,38.265,1.020,0.510,2853191680,270798848,199917568,827326464,6146,1984,180224,155648,15,13,1820,3433,2.050,1.960,1.690,2,0,104,0,0,24,177,0,47,0
11-03 14:23:44,50,5,43,1.500,0.500,2876063744,247914496,199921664,827330560,5460,1998,0,155648,0,12,1420,2224,2.050,1.960,1.690,2,0,1,0,0,24,177,0,47,0
11-03 14:23:45,53.299,4.569,38.579,3.553,0,2894036992,229912576,199921664,827359232,7036,2160,45056,528384,2,24,1513,2330,1.970,1.950,1.680,6,0,0,0,0,24,177,0,50,0
11-03 14:23:46,37.688,14.070,40.201,7.538,0.503,2844180480,251445248,199921664,855683072,5601,1944,28291072,155648,112,12,1908,3279,1.970,1.950,1.680,3,0,116,0,0,24,177,0,59,0
11-03 14:23:47,38.384,8.081,42.929,10.101,0.505,2843418624,119046144,197709824,991399936,5095,1944,163840000,0,632,0,1913,2572,1.970,1.950,1.680,4,0,0,0,0,24,177,0,58,0
11-03 14:23:48,39.594,9.137,42.132,8.122,1.015,2843238400,112160768,167698432,1029480448,6361,2160,164364288,0,634,0,2004,2492,1.970,1.950,1.680,2,0,0,0,0,24,177,0,58,0
11-03 14:23:49,37.500,8.500,40,13.500,0.500,2843435008,119218176,167657472,1023750144,5390,1944,151781376,40960,579,3,1952,2922,1.970,1.950,1.680,1,0,0,0,0,24,177,0,58,0
11-03 14:23:50,14.721,4.569,44.162,36.548,0,2843095040,124833792,167636992,1018748928,5390,2160,44826624,1200128,171,128,1645,2090,2.130,1.980,1.690,0,2,0,0,0,24,177,0,58,0
11-03 14:23:51,7.107,1.523,16.751,74.112,0.508,2843435008,117653504,167636992,1025593344,5892,1944,6815744,3284992,26,176,1405,2006,2.130,1.980,1.690,0,4,0,0,0,24,177,0,58,0
11-03 14:23:52,8.763,3.093,10.825,77.320,0,2844766208,122384384,167636992,1019576320,4743,2160,14946304,8638464,58,158,1262,2034,2.130,1.980,1.690,3,2,0,0,0,24,177,0,58,0
11-03 14:23:53,21.717,7.071,39.394,31.313,0.505,2843504640,123510784,167636992,1020215296,5630,1944,81526784,7106560,312,108,1831,2148,2.130,1.980,1.690,2,0,0,0,0,24,177,0,58,0
11-03 14:23:54,41.837,12.755,41.327,3.571,0.510,2844041216,105857024,159084544,1049817088,5118,1998,184868864,0,711,0,2645,2567,2.130,1.980,1.690,3,0,11,0,0,24,177,0,58,0
11-03 14:23:55,20.918,41.837,36.224,0.510,0.510,2845806592,127303680,159047680,1027506176,5437,2106,237568,40960,7,10,2319,5275,2.040,1.970,1.690,2,0,500,0,0,24,177,0,58,0
11-03 14:23:56,22.051,37.436,36.410,3.590,0.513,2845536256,127340544,159047680,1027739648,6995,2160,208896,61440,11,8,2252,4921,2.040,1.970,1.690,3,1,439,0,0,24,177,0,58,0
11-03 14:23:57,42.784,6.186,39.691,10.825,0.515,2847150080,124522496,159555584,1028435968,5575,2160,1118208,0,176,0,1580,2547,2.040,1.970,1.690,1,0,13,0,0,24,177,0,58,0
11-03 14:23:58,12.183,2.030,81.726,3.553,0.508,2823593984,147587072,159703040,1028788224,5348,2160,495616,110592,74,2,1201,2154,2.040,1.970,1.690,3,0,1,0,0,24,177,0,58,0
11-03 14:23:59,6.122,2.041,90.306,1.531,0,2823614464,147554304,159707136,1028796416,7561,2160,0,36864,0,3,1210,2156,2.040,1.970,1.690,0,0,0,0,0,24,177,0,58,0
11-03 14:24:00,6.030,2.513,90.955,0,0.503,2823507968,147652608,159707136,1028804608,5823,1944,0,0,0,0,1077,1815,1.870,1.930,1.680,0,0,0,0,0,24,177,0,58,0
11-03 14:24:01,6.154,2.564,87.179,4.103,0,2823409664,147587072,159715328,1028960256,5212,2160,114688,196608,5,15,1136,1929,1.870,1.930,1.680,0,0,0,0,0,24,177,0,58,0
11-03 14:24:02,8.081,2.020,88.384,1.515,0,2823327744,147652608,159719424,1028972544,6555,2106,0,53248,0,6,1120,2002,1.870,1.930,1.680,0,0,0,0,0,24,177,0,58,0
11-03 14:24:03,4.663,2.073,91.192,1.554,0.518,2823180288,147492864,159719424,1029279744,7675,2214,212992,0,11,0,1110,1950,1.870,1.930,1.680,2,0,0,0,0,24,177,0,58,0
11-03 14:24:04,6.633,1.020,92.347,0,0,2823106560,147558400,159719424,1029287936,4270,1944,0,0,0,0,1136,2055,1.870,1.930,1.680,0,0,0,0,0,24,177,0,58,0
11-03 14:24:05,5.128,2.051,92.821,0,0,2823294976,147300352,159719424,1029357568,3847,2160,61440,0,4,0,1118,1991,1.720,1.900,1.670,0,0,0,0,0,24,177,0,58,0
11-03 14:24:06,5.612,2.041,91.837,0,0.510,2823573504,147013632,159719424,1029365760,10604,1944,0,0,0,0,1192,2080,1.720,1.900,1.670,1,0,2,0,0,24,177,0,58,0
11-03 14:24:07,9.794,1.546,88.144,0,0.515,2823254016,147177472,159719424,1029521408,5931,1986,12288,36864,3,3,1172,2153,1.720,1.900,1.670,0,0,0,0,0,24,177,0,58,0
11-03 14:24:08,6.633,1.531,75.510,15.816,0.510,2823319552,147046400,159727616,1029578752,4463,2202,0,200704,0,15,1185,2160,1.720,1.900,1.670,0,0,0,0,0,24,177,0,58,0
11-03 14:24:09,7.035,1.005,89.447,2.010,0.503,2823360512,146857984,159727616,1029726208,4320,1944,135168,36864,13,3,1160,2119,1.720,1.900,1.670,3,0,0,0,0,24,177,0,58,0
11-03 14:24:10,4.639,3.093,90.722,1.031,0.515,2823442432,146759680,159731712,1029738496,10314,2160,0,49152,0,5,1122,2015,1.590,1.870,1.660,0,1,0,0,0,24,177,0,58,0
11-03 14:24:11,6.154,1.026,90.256,2.564,0,2823315456,146698240,159731712,1029926912,3831,1944,143360,147456,7,10,1172,2140,1.590,1.870,1.660,0,0,0,0,0,24,177,0,39,0
11-03 14:24:12,12.121,2.020,81.313,4.040,0.505,2823233536,146763776,159739904,1029935104,8218,1944,0,151552,0,15,1252,2494,1.590,1.870,1.660,0,0,0,0,0,24,177,0,39,0
